right_shoulderx,right_shouldery,right_shoulderz,right_elbowx,right_elbowy,right_elbowz,right_wristx,right_wristy,right_wristz,right_palmx,right_palmy,right_palmz,neckx,necky,neckz,headx,heady,headz,torsox,torsoy,torsoz,left_shoulderx,left_shouldery,left_shoulderz,left_elbowx,left_elbowy,left_elbowz,left_wristx,left_wristy,left_wristz,left_palmx,left_palmy,left_palmz
0.00432416813553,-0.779910898539,0.35269963094,0.0393919592907,-0.649257525289,0.0996659768326,-0.0192225789043,-0.450935182699,-0.020815915264,-0.0457204108779,-0.359206803637,-0.0660505270581,-0.19567583186447,-0.779910898539,0.35269963094,-0.19567583186447,-0.779910898539,0.50269963094,-0.19567583186447,-0.779910898539,-0.24730036906,-0.39567583186447,-0.779910898539,0.35269963094,-0.39567583186447,-0.779910898539,0.05269963094,-0.39567583186447,-0.779910898539,-0.24730036906,-0.39567583186447,-0.779910898539,-0.34730036906
0.000726293884216,-0.790252807223,0.346823166501,0.0360074007919,-0.663419623124,0.0944358703397,-0.0226710442164,-0.465342733661,-0.0259752066184,-0.049023411462,-0.373599594545,-0.0700659204569,-0.199273706115784,-0.790252807223,0.346823166501,-0.199273706115784,-0.790252807223,0.496823166501,-0.199273706115784,-0.790252807223,-0.253176833499,-0.399273706115784,-0.790252807223,0.346823166501,-0.399273706115784,-0.790252807223,0.046823166501,-0.399273706115784,-0.790252807223,-0.253176833499,-0.399273706115784,-0.790252807223,-0.353176833499
-0.00258760918607,-0.798780115443,0.341936913964,0.0330591574344,-0.674717875568,0.0900333137151,-0.0255725461267,-0.476887978899,-0.0305580962055,-0.0518765574256,-0.385082187207,-0.0736582795003,-0.20258760918607,-0.798780115443,0.341936913964,-0.20258760918607,-0.798780115443,0.491936913964,-0.20258760918607,-0.798780115443,-0.258063086036,-0.40258760918607,-0.798780115443,0.341936913964,-0.40258760918607,-0.798780115443,0.041936913964,-0.40258760918607,-0.798780115443,-0.258063086036,-0.40258760918607,-0.798780115443,-0.358063086036
-0.00579993835672,-0.806112340756,0.33787651926,0.0299694003881,-0.684584703015,0.0863679584496,-0.0286810434215,-0.487227400644,-0.0342220405076,-0.0549569906656,-0.395467070819,-0.0765405483103,-0.20579993835672,-0.806112340756,0.33787651926,-0.20579993835672,-0.806112340756,0.48787651926,-0.20579993835672,-0.806112340756,-0.26212348074,-0.40579993835672,-0.806112340756,0.33787651926,-0.40579993835672,-0.806112340756,0.03787651926,-0.40579993835672,-0.806112340756,-0.26212348074,-0.40579993835672,-0.806112340756,-0.36212348074
-0.00901305127571,-0.812922976692,0.334264543502,0.0265903879265,-0.694068789194,0.0831237138686,-0.0321807724203,-0.497402924042,-0.0372020221515,-0.0584147378984,-0.405808881505,-0.0788867010055,-0.20901305127571,-0.812922976692,0.334264543502,-0.20901305127571,-0.812922976692,0.484264543502,-0.20901305127571,-0.812922976692,-0.265735456498,-0.40901305127571,-0.812922976692,0.334264543502,-0.40901305127571,-0.812922976692,0.034264543502,-0.40901305127571,-0.812922976692,-0.265735456498,-0.40901305127571,-0.812922976692,-0.365735456498
-0.0122474638643,-0.819575151314,0.330825877216,0.0230157345271,-0.703552394645,0.0800517020786,-0.0359419041257,-0.507702857986,-0.0398436896029,-0.0621192940413,-0.416346221313,-0.0809657156155,-0.2122474638643,-0.819575151314,0.330825877216,-0.2122474638643,-0.819575151314,0.480825877216,-0.2122474638643,-0.819575151314,-0.269174122784,-0.4122474638643,-0.819575151314,0.330825877216,-0.4122474638643,-0.819575151314,0.030825877216,-0.4122474638643,-0.819575151314,-0.269174122784,-0.4122474638643,-0.819575151314,-0.369174122784
-0.0154942868329,-0.826192329752,0.32743448675,0.0193562111872,-0.713082274422,0.0770317137355,-0.0398158946553,-0.518100836898,-0.0423641822236,-0.0659299646747,-0.42701008319,-0.0829487085326,-0.2154942868329,-0.826192329752,0.32743448675,-0.2154942868329,-0.826192329752,0.47743448675,-0.2154942868329,-0.826192329752,-0.27256551325,-0.4154942868329,-0.826192329752,0.32743448675,-0.4154942868329,-0.826192329752,0.02743448675,-0.4154942868329,-0.826192329752,-0.27256551325,-0.4154942868329,-0.826192329752,-0.37256551325
-0.0187447012713,-0.832801408329,0.324049150497,0.0156698194719,-0.722633163809,0.0740224832931,-0.0437255943802,-0.528537952679,-0.0448533662928,-0.0697747556053,-0.437721259884,-0.0849069506091,-0.2187447012713,-0.832801408329,0.324049150497,-0.2187447012713,-0.832801408329,0.474049150497,-0.2187447012713,-0.832801408329,-0.275950849503,-0.4187447012713,-0.832801408329,0.324049150497,-0.4187447012713,-0.832801408329,0.024049150497,-0.4187447012713,-0.832801408329,-0.275950849503,-0.4187447012713,-0.832801408329,-0.375950849503
-0.0219948456649,-0.839405348313,0.320659934819,0.011976747158,-0.732188125102,0.0710135501881,-0.0476442627628,-0.538986287524,-0.0473382667101,-0.0736288726703,-0.448445153048,-0.0868619198964,-0.2219948456649,-0.839405348313,0.320659934819,-0.2219948456649,-0.839405348313,0.470659934819,-0.2219948456649,-0.839405348313,-0.279340065181,-0.4219948456649,-0.839405348313,0.320659934819,-0.4219948456649,-0.839405348313,0.020659934819,-0.4219948456649,-0.839405348313,-0.279340065181,-0.4219948456649,-0.839405348313,-0.379340065181
-0.0252434960009,-0.846003828869,0.317265268549,0.00828219562798,-0.741741734397,0.0680031335473,-0.0515650345066,-0.549437647202,-0.0498248871562,-0.0774859495432,-0.459171957864,-0.0888183397979,-0.2252434960009,-0.846003828869,0.317265268549,-0.2252434960009,-0.846003828869,0.467265268549,-0.2252434960009,-0.846003828869,-0.282734731451,-0.4252434960009,-0.846003828869,0.317265268549,-0.4252434960009,-0.846003828869,0.017265268549,-0.4252434960009,-0.846003828869,-0.282734731451,-0.4252434960009,-0.846003828869,-0.382734731451
